Reviewid,Sentiment
Review_12583,excellent
Review_12584,good
Review_12585,good
Review_12586,bad
Review_12587,excellent
Review_12588,bad
Review_12589,good
Review_12590,good
Review_12591,good
Review_12592,excellent
Review_12593,bad
Review_12594,bad
Review_12595,good
Review_12596,bad
Review_12597,good
Review_12598,good
Review_12599,good
Review_12600,bad
Review_12601,excellent
Review_12602,good
Review_12603,good
Review_12604,good
Review_12605,good
Review_12606,excellent
Review_12607,excellent
Review_12608,good
Review_12609,good
Review_12610,good
Review_12611,good
Review_12612,bad
Review_12613,excellent
Review_12614,excellent
Review_12615,good
Review_12616,good
Review_12617,good
Review_12618,good
Review_12619,good
Review_12620,excellent
Review_12621,good
Review_12622,good
Review_12623,good
Review_12624,good
Review_12625,good
Review_12626,good
Review_12627,excellent
Review_12628,excellent
Review_12629,good
Review_12630,bad
Review_12631,bad
Review_12632,bad
Review_12633,bad
Review_12634,bad
Review_12635,excellent
Review_12636,good
Review_12637,excellent
Review_12638,bad
Review_12639,bad
Review_12640,bad
Review_12641,excellent
Review_12642,excellent
Review_12643,bad
Review_12644,bad
Review_12645,bad
Review_12646,excellent
Review_12647,bad
Review_12648,excellent
Review_12649,good
Review_12650,bad
Review_12651,bad
Review_12652,good
Review_12653,excellent
Review_12654,excellent
Review_12655,good
Review_12656,excellent
Review_12657,good
Review_12658,bad
Review_12659,bad
Review_12660,excellent
Review_12661,bad
Review_12662,good
Review_12663,bad
Review_12664,bad
Review_12665,bad
Review_12666,bad
Review_12667,bad
Review_12668,bad
Review_12669,excellent
Review_12670,good
Review_12671,bad
Review_12672,good
Review_12673,good
Review_12674,good
Review_12675,good
Review_12676,bad
Review_12677,good
Review_12678,good
Review_12679,excellent
Review_12680,good
Review_12681,excellent
Review_12682,bad
Review_12683,bad
Review_12684,excellent
Review_12685,good
Review_12686,bad
Review_12687,excellent
Review_12688,good
Review_12689,excellent
Review_12690,bad
Review_12691,good
Review_12692,bad
Review_12693,bad
Review_12694,bad
Review_12695,good
Review_12696,good
Review_12697,good
Review_12698,good
Review_12699,good
Review_12700,good
Review_12701,good
Review_12702,good
Review_12703,excellent
Review_12704,good
Review_12705,good
Review_12706,excellent
Review_12707,excellent
Review_12708,bad
Review_12709,good
Review_12710,excellent
Review_12711,good
Review_12712,excellent
Review_12713,bad
Review_12714,bad
Review_12715,bad
Review_12716,good
Review_12717,excellent
Review_12718,excellent
Review_12719,bad
Review_12720,bad
Review_12721,bad
Review_12722,excellent
Review_12723,good
Review_12724,bad
Review_12725,good
Review_12726,bad
Review_12727,excellent
Review_12728,good
Review_12729,bad
Review_12730,excellent
Review_12731,good
Review_12732,good
Review_12733,bad
Review_12734,bad
Review_12735,bad
Review_12736,good
Review_12737,excellent
Review_12738,good
Review_12739,excellent
Review_12740,good
Review_12741,bad
Review_12742,excellent
Review_12743,good
Review_12744,good
Review_12745,bad
Review_12746,excellent
Review_12747,excellent
Review_12748,excellent
Review_12749,bad
Review_12750,excellent
Review_12751,excellent
Review_12752,bad
Review_12753,excellent
Review_12754,excellent
Review_12755,excellent
Review_12756,good
Review_12757,bad
Review_12758,good
Review_12759,good
Review_12760,excellent
Review_12761,bad
Review_12762,good
Review_12763,bad
Review_12764,bad
Review_12765,bad
Review_12766,good
Review_12767,good
Review_12768,good
Review_12769,bad
Review_12770,bad
Review_12771,good
Review_12772,bad
Review_12773,good
Review_12774,good
Review_12775,excellent
Review_12776,good
Review_12777,excellent
Review_12778,good
Review_12779,bad
Review_12780,good
Review_12781,good
Review_12782,good
Review_12783,excellent
Review_12784,excellent
Review_12785,excellent
Review_12786,excellent
Review_12787,good
Review_12788,excellent
Review_12789,bad
Review_12790,excellent
Review_12791,good
Review_12792,excellent
Review_12793,good
Review_12794,bad
Review_12795,bad
Review_12796,good
Review_12797,good
Review_12798,excellent
Review_12799,bad
Review_12800,excellent
Review_12801,excellent
Review_12802,good
Review_12803,excellent
Review_12804,excellent
Review_12805,excellent
Review_12806,good
Review_12807,good
Review_12808,good
Review_12809,bad
Review_12810,good
Review_12811,good
Review_12812,bad
Review_12813,bad
Review_12814,good
Review_12815,excellent
Review_12816,bad
Review_12817,bad
Review_12818,good
Review_12819,bad
Review_12820,bad
Review_12821,good
Review_12822,good
Review_12823,excellent
Review_12824,bad
Review_12825,bad
Review_12826,good
Review_12827,good
Review_12828,good
Review_12829,bad
Review_12830,bad
Review_12831,good
Review_12832,good
Review_12833,excellent
Review_12834,excellent
Review_12835,bad
Review_12836,excellent
Review_12837,good
Review_12838,good
Review_12839,bad
Review_12840,excellent
Review_12841,good
Review_12842,good
Review_12843,good
Review_12844,good
Review_12845,good
Review_12846,good
Review_12847,good
Review_12848,good
Review_12849,excellent
Review_12850,good
Review_12851,good
Review_12852,good
Review_12853,good
Review_12854,bad
Review_12855,good
Review_12856,bad
Review_12857,good
Review_12858,good
Review_12859,excellent
Review_12860,good
Review_12861,good
Review_12862,good
Review_12863,bad
Review_12864,good
Review_12865,good
Review_12866,good
Review_12867,bad
Review_12868,good
Review_12869,good
Review_12870,excellent
Review_12871,good
Review_12872,bad
Review_12873,bad
Review_12874,bad
Review_12875,good
Review_12876,good
Review_12877,good
Review_12878,bad
Review_12879,good
Review_12880,bad
Review_12881,bad
Review_12882,bad
Review_12883,bad
Review_12884,bad
Review_12885,excellent
Review_12886,bad
Review_12887,bad
Review_12888,bad
Review_12889,bad
Review_12890,bad
Review_12891,bad
Review_12892,bad
Review_12893,good
Review_12894,bad
Review_12895,good
Review_12896,good
Review_12897,good
Review_12898,bad
Review_12899,good
Review_12900,bad
Review_12901,excellent
Review_12902,bad
Review_12903,good
Review_12904,bad
Review_12905,good
Review_12906,good
Review_12907,good
Review_12908,bad
Review_12909,good
Review_12910,good
Review_12911,good
Review_12912,good
Review_12913,good
Review_12914,good
Review_12915,good
Review_12916,excellent
Review_12917,good
Review_12918,good
Review_12919,excellent
Review_12920,good
Review_12921,excellent
Review_12922,good
Review_12923,bad
Review_12924,bad
Review_12925,excellent
Review_12926,excellent
Review_12927,bad
Review_12928,bad
Review_12929,bad
Review_12930,bad
Review_12931,excellent
Review_12932,excellent
Review_12933,good
Review_12934,bad
Review_12935,bad
Review_12936,good
Review_12937,excellent
Review_12938,excellent
Review_12939,good
Review_12940,excellent
Review_12941,bad
Review_12942,good
Review_12943,good
Review_12944,good
Review_12945,excellent
Review_12946,good
Review_12947,excellent
Review_12948,bad
Review_12949,excellent
Review_12950,good
Review_12951,bad
Review_12952,bad
Review_12953,excellent
Review_12954,bad
Review_12955,bad
Review_12956,excellent
Review_12957,bad
Review_12958,excellent
Review_12959,good
Review_12960,good
Review_12961,excellent
Review_12962,good
Review_12963,excellent
Review_12964,good
Review_12965,excellent
Review_12966,bad
Review_12967,excellent
Review_12968,excellent
Review_12969,excellent
Review_12970,good
Review_12971,good
Review_12972,good
Review_12973,good
Review_12974,bad
Review_12975,good
Review_12976,good
Review_12977,bad
Review_12978,bad
Review_12979,good
Review_12980,bad
Review_12981,good
Review_12982,excellent
Review_12983,excellent
Review_12984,good
Review_12985,good
Review_12986,good
Review_12987,good
Review_12988,good
Review_12989,good
Review_12990,bad
Review_12991,bad
Review_12992,good
Review_12993,bad
Review_12994,good
Review_12995,good
Review_12996,good
Review_12997,good
Review_12998,good
Review_12999,good
Review_13000,bad
Review_13001,excellent
Review_13002,good
Review_13003,good
Review_13004,excellent
Review_13005,good
Review_13006,excellent
Review_13007,good
Review_13008,excellent
Review_13009,bad
Review_13010,good
Review_13011,excellent
Review_13012,good
Review_13013,bad
Review_13014,bad
Review_13015,excellent
Review_13016,bad
Review_13017,bad
Review_13018,bad
Review_13019,good
Review_13020,excellent
Review_13021,good
Review_13022,excellent
Review_13023,good
Review_13024,bad
Review_13025,excellent
Review_13026,good
Review_13027,good
Review_13028,bad
Review_13029,bad
Review_13030,excellent
Review_13031,good
Review_13032,bad
Review_13033,excellent
Review_13034,good
Review_13035,good
Review_13036,excellent
Review_13037,good
Review_13038,excellent
Review_13039,good
Review_13040,good
Review_13041,bad
Review_13042,bad
Review_13043,good
Review_13044,good
Review_13045,good
Review_13046,excellent
Review_13047,good
Review_13048,good
Review_13049,good
Review_13050,excellent
Review_13051,excellent
Review_13052,good
Review_13053,good
Review_13054,excellent
Review_13055,good
Review_13056,good
Review_13057,excellent
Review_13058,good
Review_13059,excellent
Review_13060,excellent
Review_13061,good
Review_13062,good
Review_13063,bad
Review_13064,excellent
Review_13065,excellent
Review_13066,excellent
Review_13067,excellent
Review_13068,excellent
Review_13069,good
Review_13070,good
Review_13071,excellent
Review_13072,excellent
Review_13073,excellent
Review_13074,good
Review_13075,good
Review_13076,excellent
Review_13077,excellent
Review_13078,bad
Review_13079,good
Review_13080,good
Review_13081,excellent
Review_13082,bad
Review_13083,good
Review_13084,good
Review_13085,good
Review_13086,bad
Review_13087,good
Review_13088,good
Review_13089,good
Review_13090,good
Review_13091,good
Review_13092,bad
Review_13093,good
Review_13094,good
Review_13095,good
Review_13096,good
Review_13097,excellent
Review_13098,bad
Review_13099,good
Review_13100,good
Review_13101,bad
Review_13102,good
Review_13103,bad
Review_13104,bad
Review_13105,bad
Review_13106,bad
Review_13107,bad
Review_13108,bad
Review_13109,excellent
Review_13110,good
Review_13111,good
Review_13112,good
Review_13113,excellent
Review_13114,bad
Review_13115,good
Review_13116,bad
Review_13117,excellent
Review_13118,excellent
Review_13119,good
Review_13120,excellent
Review_13121,excellent
Review_13122,good
Review_13123,bad
Review_13124,excellent
Review_13125,good
Review_13126,bad
Review_13127,bad
Review_13128,excellent
Review_13129,excellent
Review_13130,excellent
Review_13131,excellent
Review_13132,good
Review_13133,excellent
Review_13134,good
Review_13135,good
Review_13136,excellent
Review_13137,excellent
Review_13138,excellent
Review_13139,excellent
Review_13140,good
Review_13141,excellent
Review_13142,excellent
Review_13143,bad
Review_13144,good
Review_13145,bad
Review_13146,excellent
Review_13147,bad
Review_13148,good
Review_13149,bad
Review_13150,good
Review_13151,bad
Review_13152,bad
Review_13153,bad
Review_13154,good
Review_13155,good
Review_13156,good
Review_13157,bad
Review_13158,bad
Review_13159,bad
Review_13160,bad
Review_13161,bad
Review_13162,bad
Review_13163,excellent
Review_13164,bad
Review_13165,good
Review_13166,good
Review_13167,good
Review_13168,good
Review_13169,excellent
Review_13170,good
Review_13171,good
Review_13172,excellent
Review_13173,excellent
Review_13174,excellent
Review_13175,good
Review_13176,excellent
Review_13177,good
Review_13178,good
Review_13179,excellent
Review_13180,bad
Review_13181,good
Review_13182,good
Review_13183,excellent
Review_13184,good
Review_13185,bad
Review_13186,bad
Review_13187,good
Review_13188,bad
Review_13189,bad
Review_13190,good
Review_13191,bad
Review_13192,bad
Review_13193,good
Review_13194,excellent
Review_13195,good
Review_13196,good
Review_13197,excellent
Review_13198,good
Review_13199,excellent
Review_13200,excellent
Review_13201,good
Review_13202,good
Review_13203,excellent
Review_13204,excellent
Review_13205,excellent
Review_13206,bad
Review_13207,bad
Review_13208,bad
Review_13209,bad
Review_13210,good
Review_13211,good
Review_13212,excellent
Review_13213,bad
Review_13214,bad
Review_13215,excellent
Review_13216,bad
Review_13217,bad
Review_13218,bad
Review_13219,excellent
Review_13220,bad
Review_13221,bad
Review_13222,good
Review_13223,excellent
Review_13224,bad
Review_13225,bad
Review_13226,bad
Review_13227,good
Review_13228,good
Review_13229,excellent
Review_13230,excellent
Review_13231,bad
Review_13232,good
Review_13233,good
Review_13234,excellent
Review_13235,good
Review_13236,bad
Review_13237,good
Review_13238,good
Review_13239,bad
Review_13240,bad
Review_13241,bad
Review_13242,excellent
Review_13243,bad
Review_13244,excellent
Review_13245,excellent
Review_13246,good
Review_13247,bad
Review_13248,excellent
Review_13249,excellent
Review_13250,bad
Review_13251,excellent
Review_13252,bad
Review_13253,good
Review_13254,excellent
Review_13255,bad
Review_13256,bad
Review_13257,good
Review_13258,bad
Review_13259,excellent
Review_13260,good
Review_13261,bad
Review_13262,excellent
Review_13263,excellent
Review_13264,excellent
Review_13265,bad
Review_13266,excellent
Review_13267,good
Review_13268,bad
Review_13269,good
Review_13270,bad
Review_13271,good
Review_13272,excellent
Review_13273,bad
Review_13274,bad
Review_13275,bad
Review_13276,excellent
Review_13277,bad
Review_13278,good
Review_13279,bad
Review_13280,excellent
Review_13281,good
Review_13282,excellent
Review_13283,excellent
Review_13284,good
Review_13285,excellent
Review_13286,bad
Review_13287,bad
Review_13288,good
Review_13289,good
Review_13290,excellent
Review_13291,bad
Review_13292,bad
Review_13293,good
Review_13294,bad
Review_13295,excellent
Review_13296,bad
Review_13297,good
Review_13298,good
Review_13299,excellent
Review_13300,bad
Review_13301,excellent
Review_13302,excellent
Review_13303,excellent
Review_13304,excellent
Review_13305,excellent
Review_13306,excellent
Review_13307,bad
Review_13308,bad
Review_13309,good
Review_13310,good
Review_13311,good
Review_13312,bad
Review_13313,good
Review_13314,good
Review_13315,good
Review_13316,excellent
Review_13317,excellent
Review_13318,good
Review_13319,excellent
Review_13320,good
Review_13321,bad
Review_13322,bad
Review_13323,good
Review_13324,bad
Review_13325,bad
Review_13326,good
Review_13327,good
Review_13328,bad
Review_13329,good
Review_13330,excellent
Review_13331,bad
Review_13332,good
Review_13333,bad
Review_13334,good
Review_13335,excellent
Review_13336,good
Review_13337,bad
Review_13338,bad
Review_13339,excellent
Review_13340,good
Review_13341,excellent
Review_13342,good
Review_13343,good
Review_13344,good
Review_13345,bad
Review_13346,bad
Review_13347,excellent
Review_13348,bad
Review_13349,excellent
Review_13350,good
Review_13351,good
Review_13352,good
Review_13353,good
Review_13354,good
Review_13355,good
Review_13356,good
Review_13357,excellent
Review_13358,good
Review_13359,excellent
Review_13360,excellent
Review_13361,bad
Review_13362,good
Review_13363,bad
Review_13364,excellent
Review_13365,excellent
Review_13366,good
Review_13367,good
Review_13368,excellent
Review_13369,bad
Review_13370,bad
Review_13371,bad
Review_13372,bad
Review_13373,excellent
Review_13374,good
Review_13375,good
Review_13376,bad
Review_13377,excellent
Review_13378,good
Review_13379,excellent
Review_13380,excellent
Review_13381,bad
Review_13382,good
Review_13383,excellent
Review_13384,bad
Review_13385,excellent
Review_13386,good
Review_13387,excellent
Review_13388,good
Review_13389,bad
Review_13390,good
Review_13391,excellent
Review_13392,bad
Review_13393,excellent
Review_13394,bad
Review_13395,excellent
Review_13396,bad
Review_13397,good
Review_13398,excellent
Review_13399,excellent
Review_13400,good
Review_13401,bad
Review_13402,bad
Review_13403,good
Review_13404,good
Review_13405,bad
Review_13406,bad
Review_13407,bad
Review_13408,good
Review_13409,bad
Review_13410,excellent
Review_13411,bad
Review_13412,bad
Review_13413,bad
Review_13414,bad
Review_13415,good
Review_13416,good
Review_13417,good
Review_13418,excellent
Review_13419,excellent
Review_13420,good
Review_13421,good
Review_13422,good
Review_13423,good
Review_13424,excellent
Review_13425,excellent
Review_13426,good
Review_13427,excellent
Review_13428,good
Review_13429,bad
Review_13430,good
Review_13431,good
Review_13432,excellent
Review_13433,good
Review_13434,bad
Review_13435,good
Review_13436,bad
Review_13437,good
Review_13438,bad
Review_13439,bad
Review_13440,bad
Review_13441,good
Review_13442,good
Review_13443,excellent
Review_13444,bad
Review_13445,good
Review_13446,bad
Review_13447,good
Review_13448,bad
Review_13449,excellent
Review_13450,good
Review_13451,bad
Review_13452,good
Review_13453,bad
Review_13454,bad
Review_13455,bad
Review_13456,bad
Review_13457,good
Review_13458,bad
Review_13459,bad
Review_13460,good
Review_13461,bad
Review_13462,good
Review_13463,good
Review_13464,bad
Review_13465,good
Review_13466,bad
Review_13467,good
Review_13468,bad
Review_13469,excellent
Review_13470,bad
Review_13471,bad
Review_13472,excellent
Review_13473,good
Review_13474,excellent
Review_13475,bad
Review_13476,excellent
Review_13477,bad
Review_13478,good
Review_13479,bad
Review_13480,bad
Review_13481,bad
Review_13482,bad
Review_13483,good
Review_13484,good
Review_13485,good
Review_13486,good
Review_13487,excellent
Review_13488,bad
Review_13489,bad
Review_13490,excellent
Review_13491,good
Review_13492,good
Review_13493,good
Review_13494,good
Review_13495,good
Review_13496,good
Review_13497,excellent
Review_13498,excellent
Review_13499,bad
Review_13500,excellent
Review_13501,excellent
Review_13502,good
Review_13503,bad
Review_13504,excellent
Review_13505,good
Review_13506,bad
Review_13507,good
Review_13508,excellent
Review_13509,excellent
Review_13510,good
Review_13511,excellent
Review_13512,good
Review_13513,good
Review_13514,excellent
Review_13515,excellent
Review_13516,excellent
Review_13517,excellent
Review_13518,bad
Review_13519,bad
Review_13520,bad
Review_13521,excellent
Review_13522,excellent
Review_13523,excellent
Review_13524,bad
Review_13525,excellent
Review_13526,excellent
Review_13527,excellent
Review_13528,excellent
Review_13529,good
Review_13530,excellent
Review_13531,bad
Review_13532,excellent
Review_13533,excellent
Review_13534,excellent
Review_13535,excellent
Review_13536,excellent
Review_13537,excellent
Review_13538,excellent
Review_13539,excellent
Review_13540,good
Review_13541,excellent
Review_13542,good
Review_13543,bad
Review_13544,excellent
Review_13545,bad
Review_13546,bad
Review_13547,good
Review_13548,good
Review_13549,good
Review_13550,excellent
Review_13551,good
Review_13552,good
Review_13553,bad
Review_13554,bad
Review_13555,bad
Review_13556,bad
Review_13557,bad
Review_13558,bad
Review_13559,bad
Review_13560,bad
Review_13561,bad
Review_13562,bad
Review_13563,excellent
Review_13564,bad
Review_13565,good
Review_13566,bad
Review_13567,good
Review_13568,good
Review_13569,good
Review_13570,good
Review_13571,good
Review_13572,good
Review_13573,good
Review_13574,good
Review_13575,bad
Review_13576,bad
Review_13577,bad
Review_13578,bad
Review_13579,good
Review_13580,good
Review_13581,good
Review_13582,good
Review_13583,bad
Review_13584,bad
Review_13585,excellent
Review_13586,bad
Review_13587,bad
Review_13588,good
Review_13589,bad
Review_13590,bad
Review_13591,bad
Review_13592,bad
Review_13593,excellent
Review_13594,bad
Review_13595,bad
Review_13596,bad
Review_13597,excellent
Review_13598,good
Review_13599,good
Review_13600,good
Review_13601,bad
Review_13602,bad
Review_13603,good
Review_13604,good
Review_13605,good
Review_13606,good
Review_13607,good
Review_13608,good
Review_13609,good
Review_13610,good
Review_13611,good
Review_13612,good
Review_13613,excellent
Review_13614,bad
Review_13615,excellent
Review_13616,good
Review_13617,good
Review_13618,good
Review_13619,good
Review_13620,good
Review_13621,good
Review_13622,excellent
Review_13623,excellent
Review_13624,good
Review_13625,good
Review_13626,good
Review_13627,good
Review_13628,excellent
Review_13629,good
Review_13630,good
Review_13631,good
Review_13632,excellent
Review_13633,excellent
Review_13634,good
Review_13635,excellent
Review_13636,excellent
Review_13637,good
Review_13638,good
Review_13639,good
Review_13640,good
Review_13641,good
Review_13642,excellent
Review_13643,good
Review_13644,good
Review_13645,excellent
Review_13646,good
Review_13647,excellent
Review_13648,good
Review_13649,good
Review_13650,excellent
Review_13651,excellent
Review_13652,excellent
Review_13653,good
Review_13654,excellent
Review_13655,excellent
Review_13656,bad
Review_13657,good
Review_13658,bad
Review_13659,good
Review_13660,good
Review_13661,good
Review_13662,bad
Review_13663,good
Review_13664,excellent
Review_13665,good
Review_13666,excellent
Review_13667,good
Review_13668,good
Review_13669,bad
Review_13670,excellent
Review_13671,good
Review_13672,bad
Review_13673,bad
Review_13674,good
Review_13675,excellent
Review_13676,bad
Review_13677,bad
Review_13678,excellent
Review_13679,good
Review_13680,bad
Review_13681,excellent
Review_13682,good
Review_13683,bad
Review_13684,bad
Review_13685,bad
Review_13686,good
Review_13687,bad
Review_13688,bad
Review_13689,bad
Review_13690,excellent
Review_13691,excellent
Review_13692,good
Review_13693,good
Review_13694,excellent
Review_13695,good
Review_13696,bad
Review_13697,good
Review_13698,good
Review_13699,excellent
Review_13700,bad
Review_13701,bad
Review_13702,good
Review_13703,bad
Review_13704,good
Review_13705,good
Review_13706,good
Review_13707,excellent
Review_13708,good
Review_13709,bad
Review_13710,bad
Review_13711,excellent
Review_13712,excellent
Review_13713,good
Review_13714,bad
Review_13715,excellent
Review_13716,excellent
Review_13717,good
Review_13718,good
Review_13719,good
Review_13720,good
Review_13721,bad
Review_13722,bad
Review_13723,good
Review_13724,bad
Review_13725,bad
Review_13726,good
Review_13727,bad
Review_13728,excellent
Review_13729,good
Review_13730,excellent
Review_13731,bad
Review_13732,good
Review_13733,good
Review_13734,excellent
Review_13735,excellent
Review_13736,good
Review_13737,bad
Review_13738,good
Review_13739,good
Review_13740,bad
Review_13741,good
Review_13742,good
Review_13743,bad
Review_13744,good
Review_13745,bad
Review_13746,bad
Review_13747,good
Review_13748,bad
Review_13749,bad
Review_13750,excellent
Review_13751,bad
Review_13752,good
Review_13753,excellent
Review_13754,good
Review_13755,bad
Review_13756,excellent
Review_13757,bad
Review_13758,excellent
Review_13759,bad
Review_13760,excellent
Review_13761,excellent
Review_13762,good
Review_13763,bad
Review_13764,good
Review_13765,good
Review_13766,good
Review_13767,bad
Review_13768,good
Review_13769,bad
Review_13770,excellent
Review_13771,excellent
Review_13772,excellent
Review_13773,excellent
Review_13774,excellent
Review_13775,good
Review_13776,good
Review_13777,excellent
Review_13778,good
Review_13779,bad
Review_13780,bad
Review_13781,bad
Review_13782,good
Review_13783,bad
Review_13784,bad
Review_13785,bad
Review_13786,bad
Review_13787,bad
Review_13788,bad
Review_13789,bad
Review_13790,bad
Review_13791,bad
Review_13792,good
Review_13793,excellent
Review_13794,good
Review_13795,excellent
Review_13796,good
Review_13797,excellent
Review_13798,excellent
Review_13799,good
Review_13800,excellent
Review_13801,good
Review_13802,good
Review_13803,excellent
Review_13804,good
Review_13805,good
Review_13806,excellent
Review_13807,excellent
Review_13808,bad
Review_13809,good
Review_13810,excellent
Review_13811,excellent
Review_13812,good
Review_13813,good
Review_13814,good
Review_13815,excellent
Review_13816,bad
Review_13817,excellent
Review_13818,good
Review_13819,excellent
Review_13820,good
Review_13821,excellent
Review_13822,good
Review_13823,excellent
Review_13824,excellent
Review_13825,good
Review_13826,good
Review_13827,good
Review_13828,good
Review_13829,good
Review_13830,good
Review_13831,excellent
Review_13832,good
Review_13833,good
Review_13834,good
Review_13835,bad
Review_13836,good
Review_13837,excellent
Review_13838,bad
Review_13839,good
Review_13840,excellent
Review_13841,good
Review_13842,excellent
Review_13843,good
Review_13844,excellent
Review_13845,excellent
Review_13846,excellent
Review_13847,good
Review_13848,good
Review_13849,excellent
Review_13850,excellent
Review_13851,good
Review_13852,excellent
Review_13853,good
Review_13854,excellent
Review_13855,good
Review_13856,bad
Review_13857,good
Review_13858,excellent
Review_13859,excellent
Review_13860,excellent
Review_13861,good
Review_13862,good
Review_13863,good
Review_13864,good
Review_13865,good
Review_13866,excellent
Review_13867,excellent
Review_13868,good
Review_13869,good
Review_13870,good
Review_13871,excellent
Review_13872,good
Review_13873,excellent
Review_13874,excellent
Review_13875,excellent
Review_13876,excellent
Review_13877,excellent
Review_13878,excellent
Review_13879,excellent
Review_13880,good
Review_13881,excellent
Review_13882,good
Review_13883,excellent
Review_13884,excellent
Review_13885,bad
Review_13886,good
Review_13887,bad
Review_13888,good
Review_13889,excellent
Review_13890,excellent
Review_13891,excellent
Review_13892,excellent
Review_13893,good
Review_13894,good
Review_13895,excellent
Review_13896,excellent
Review_13897,excellent
Review_13898,good
Review_13899,excellent
Review_13900,good
Review_13901,good
Review_13902,excellent
Review_13903,excellent
Review_13904,excellent
Review_13905,excellent
Review_13906,excellent
Review_13907,excellent
Review_13908,excellent
Review_13909,excellent
Review_13910,excellent
Review_13911,good
Review_13912,good
Review_13913,excellent
Review_13914,bad
Review_13915,good
Review_13916,good
Review_13917,excellent
Review_13918,excellent
Review_13919,bad
Review_13920,good
Review_13921,good
Review_13922,excellent
Review_13923,excellent
Review_13924,good
Review_13925,excellent
Review_13926,excellent
Review_13927,excellent
Review_13928,excellent
Review_13929,excellent
Review_13930,good
Review_13931,good
Review_13932,good
Review_13933,bad
Review_13934,good
Review_13935,excellent
Review_13936,excellent
Review_13937,good
Review_13938,excellent
Review_13939,good
Review_13940,excellent
Review_13941,good
Review_13942,excellent
Review_13943,good
Review_13944,good
Review_13945,good
Review_13946,bad
Review_13947,excellent
Review_13948,good
Review_13949,excellent
Review_13950,good
Review_13951,good
Review_13952,good
Review_13953,bad
Review_13954,good
Review_13955,excellent
Review_13956,good
Review_13957,good
Review_13958,excellent
Review_13959,excellent
Review_13960,good
Review_13961,bad
Review_13962,excellent
Review_13963,bad
Review_13964,excellent
Review_13965,good
Review_13966,excellent
Review_13967,excellent
Review_13968,good
Review_13969,good
Review_13970,bad
Review_13971,excellent
Review_13972,good
Review_13973,bad
Review_13974,excellent
Review_13975,excellent
Review_13976,bad
Review_13977,excellent
Review_13978,good
Review_13979,good
Review_13980,excellent
Review_13981,excellent
Review_13982,good
Review_13983,excellent
Review_13984,good
Review_13985,excellent
Review_13986,excellent
Review_13987,good
Review_13988,excellent
Review_13989,good
Review_13990,excellent
Review_13991,good
Review_13992,excellent
Review_13993,bad
Review_13994,bad
Review_13995,bad
Review_13996,good
Review_13997,good
Review_13998,good
Review_13999,excellent
Review_14000,excellent
Review_14001,good
Review_14002,good
Review_14003,bad
Review_14004,good
Review_14005,bad
Review_14006,good
Review_14007,good
Review_14008,good
Review_14009,bad
Review_14010,good
Review_14011,bad
Review_14012,bad
Review_14013,excellent
Review_14014,excellent
Review_14015,bad
Review_14016,good
Review_14017,excellent
Review_14018,good
Review_14019,good
Review_14020,excellent
Review_14021,good
Review_14022,good
Review_14023,excellent
Review_14024,excellent
Review_14025,excellent
Review_14026,bad
Review_14027,good
Review_14028,bad
Review_14029,good
Review_14030,good
Review_14031,excellent
Review_14032,bad
Review_14033,good
Review_14034,bad
Review_14035,excellent
Review_14036,good
Review_14037,good
Review_14038,bad
Review_14039,excellent
Review_14040,excellent
Review_14041,excellent
Review_14042,good
Review_14043,excellent
Review_14044,excellent
Review_14045,good
Review_14046,excellent
Review_14047,excellent
Review_14048,bad
Review_14049,good
Review_14050,good
Review_14051,excellent
Review_14052,excellent
Review_14053,good
Review_14054,excellent
Review_14055,excellent
Review_14056,good
Review_14057,excellent
Review_14058,bad
Review_14059,excellent
Review_14060,good
Review_14061,good
Review_14062,excellent
Review_14063,good
Review_14064,good
Review_14065,bad
Review_14066,excellent
Review_14067,excellent
Review_14068,excellent
Review_14069,good
Review_14070,excellent
Review_14071,excellent
Review_14072,good
Review_14073,excellent
Review_14074,good
Review_14075,excellent
Review_14076,good
Review_14077,good
Review_14078,bad
Review_14079,bad
Review_14080,excellent
Review_14081,bad
Review_14082,excellent
Review_14083,excellent
Review_14084,good
Review_14085,excellent
Review_14086,bad
Review_14087,bad
Review_14088,good
Review_14089,good
Review_14090,good
Review_14091,excellent
Review_14092,bad
Review_14093,good
Review_14094,bad
Review_14095,good
Review_14096,bad
Review_14097,bad
Review_14098,excellent
Review_14099,excellent
Review_14100,good
Review_14101,good
Review_14102,bad
Review_14103,bad
Review_14104,good
Review_14105,good
Review_14106,bad
Review_14107,good
Review_14108,good
Review_14109,excellent
Review_14110,good
Review_14111,bad
Review_14112,bad
Review_14113,good
Review_14114,excellent
Review_14115,excellent
Review_14116,good
Review_14117,good
Review_14118,good
Review_14119,good
Review_14120,excellent
Review_14121,excellent
Review_14122,excellent
Review_14123,good
Review_14124,excellent
Review_14125,good
Review_14126,good
Review_14127,excellent
Review_14128,excellent
Review_14129,good
Review_14130,good
Review_14131,bad
Review_14132,good
Review_14133,good
Review_14134,good
Review_14135,good
Review_14136,excellent
Review_14137,good
Review_14138,excellent
Review_14139,excellent
Review_14140,good
Review_14141,excellent
Review_14142,excellent
Review_14143,excellent
Review_14144,good
Review_14145,good
Review_14146,excellent
Review_14147,good
Review_14148,good
Review_14149,bad
Review_14150,good
Review_14151,good
Review_14152,good
Review_14153,good
Review_14154,bad
Review_14155,good
Review_14156,good
